claim_id,policy_id,state,loss_date,incurred_loss,paid_loss,reserve
C27844,P49877,TX,2024-06-14,7810.0,5575.51,2234.49
C57803,P49877,TX,2024-01-21,7725.43,6120.39,1605.04
C90880,P34280,TX,2024-04-25,7566.19,3560.29,4005.8999999999996
C68218,P34280,TX,2024-05-11,2492.0,951.95,1540.05
C11891,P49104,FL,2024-02-28,5420.52,5313.65,106.8700000000008
C46846,P49104,FL,2024-07-02,1651.97,600.41,1051.56
C50548,P49104,FL,2024-03-24,4798.83,4464.97,333.8599999999997
C52239,P38909,NC,2024-04-01,3270.89,2880.92,389.9699999999998
C56303,P38909,NC,2024-04-23,9930.06,617.42,9312.64
C91795,P38909,NC,2024-01-24,3508.78,127.68,3381.1000000000004
C33018,P23476,FL,2024-01-18,6983.08,3048.37,3934.71
C43266,P23476,FL,2024-07-17,3498.13,2802.53,695.5999999999999
C15139,P17073,NC,2024-05-28,2293.57,963.03,1330.5400000000002
C75656,P17073,NC,2024-01-15,4226.85,2248.94,1977.9100000000003
C66398,P17073,NC,2024-02-21,3097.34,1212.45,1884.89
C15179,P33508,NC,2024-04-06,1739.81,1511.61,228.20000000000005
C59425,P33508,NC,2024-03-29,27.32,18.43,8.89
C21466,P33508,NC,2024-01-27,5473.43,2365.47,3107.9600000000005
C40605,P45803,GA,2024-04-15,7457.74,5904.22,1553.5199999999995
C37009,P7045,FL,2024-02-14,7528.83,4034.49,3494.34
C92863,P39601,TX,2024-01-03,4856.34,4086.9,769.44
C94083,P39601,TX,2024-04-17,3417.23,2301.89,1115.3400000000001
C66450,P39834,TX,2024-04-16,3730.23,2942.13,788.0999999999999
C40341,P39834,TX,2024-06-18,6683.96,4546.81,2137.1499999999996
C98235,P13818,GA,2024-05-05,2087.36,239.25,1848.1100000000001
C89093,P13818,GA,2024-04-16,3778.51,3146.43,632.0800000000004
C49839,P14165,NC,2024-05-02,321.62,168.8,152.82
C46687,P14165,NC,2024-06-04,2271.08,2132.0,139.07999999999993
C26539,P11769,NC,2024-06-18,871.32,118.29,753.0300000000001
C32595,P11769,NC,2024-04-18,7240.18,2560.87,4679.31
C98403,P33118,IL,2024-01-13,498.0,51.76,446.24
C46461,P33118,IL,2024-05-15,3167.66,833.11,2334.5499999999997
C54716,P15243,FL,2024-01-10,3532.76,3340.13,192.6300000000001
C95226,P15495,NC,2024-02-08,8070.9,5012.93,3057.9699999999993
C45229,P15495,NC,2024-03-16,9440.79,6853.95,2586.840000000001
C63547,P15495,NC,2024-03-02,4468.22,2010.33,2457.8900000000003
C47339,P24585,FL,2024-02-06,4812.05,3982.34,829.71
C89161,P24585,FL,2024-04-19,9523.0,7753.97,1769.0299999999997
C10025,P24585,FL,2024-05-30,6443.62,5997.56,446.0599999999995
C45889,P44313,FL,2024-02-24,1724.4,708.39,1016.0100000000001
C58097,P36152,TX,2024-03-17,3508.98,2227.95,1281.0300000000002
C14415,P36152,TX,2024-01-01,4322.41,2601.19,1721.2199999999998
C47643,P36152,TX,2024-06-05,5251.3,1750.52,3500.78
C31078,P13963,TX,2024-02-18,5547.7,868.05,4679.65
C43217,P35453,TX,2024-03-04,6365.96,298.22,6067.74
C29073,P36644,IL,2024-01-12,3450.38,3233.37,217.01000000000022
C28392,P36644,IL,2024-01-08,9872.59,7017.29,2855.3
C14293,P33708,TX,2024-02-11,300.12,191.48,108.64000000000001
C24957,P31777,FL,2024-01-23,7549.45,6767.55,781.8999999999996
C93900,P11933,NC,2024-03-11,9520.31,5242.64,4277.669999999999
C79352,P11933,NC,2024-02-16,9680.23,8888.39,791.8400000000001
C70016,P19273,GA,2024-05-18,4385.31,411.07,3974.2400000000002
C25163,P19273,GA,2024-01-11,2415.28,603.53,1811.7500000000002
C53344,P19273,GA,2024-03-04,4023.43,1707.23,2316.2
C49436,P46643,NC,2024-04-23,1256.54,3.52,1253.02
C29549,P46643,NC,2024-03-08,537.13,67.84,469.28999999999996
C29645,P37097,GA,2024-03-18,6499.42,3624.88,2874.54
C33318,P35662,FL,2024-01-18,9011.26,1548.51,7462.75
C28335,P16183,TX,2024-02-17,7242.35,4356.24,2886.1100000000006
C45312,P16183,TX,2024-01-03,2151.66,713.56,1438.1
C50539,P25577,IL,2024-06-30,4121.36,3192.24,929.1199999999999
C54421,P25577,IL,2024-03-27,3066.25,1213.99,1852.26
C30534,P23642,NC,2024-02-19,2091.64,455.93,1635.7099999999998
C71466,P23642,NC,2024-03-07,9911.08,3236.96,6674.12
C36688,P23642,NC,2024-07-18,3396.74,2426.61,970.1299999999997
C46322,P28141,TX,2024-05-05,5845.16,4518.8,1326.3599999999997
C17897,P28141,TX,2024-04-16,5887.97,5525.17,362.8000000000002
C43421,P28141,TX,2024-05-25,1243.54,307.99,935.55
C87984,P13426,GA,2024-01-09,3948.88,1873.34,2075.54
C14359,P36924,FL,2024-05-07,8673.71,6853.13,1820.579999999999
C18375,P36924,FL,2024-01-16,9058.06,3785.67,5272.389999999999
C64103,P31273,GA,2024-02-23,3435.25,1094.56,2340.69
C65616,P29714,GA,2024-01-28,1145.27,882.21,263.05999999999995
C88988,P29714,GA,2024-07-02,7889.71,715.75,7173.96
C62848,P29714,GA,2024-01-04,125.45,101.42,24.03
C20470,P15336,FL,2024-02-17,4371.32,1889.07,2482.25
C75981,P15336,FL,2024-02-07,2657.05,176.52,2480.53
C48882,P37338,GA,2024-01-02,186.01,132.65,53.359999999999985
C14435,P37338,GA,2024-03-10,3893.39,1328.96,2564.43
C64694,P37338,GA,2024-04-11,6470.15,790.82,5679.33
C21496,P17580,GA,2024-07-15,9564.59,7219.12,2345.4700000000003
C53605,P17580,GA,2024-05-26,8273.96,5838.46,2435.499999999999
C94228,P5498,NC,2024-06-30,647.99,98.69,549.3
C57252,P5498,NC,2024-06-03,2971.56,1047.01,1924.55
C38350,P5498,NC,2024-02-28,1079.15,869.25,209.9000000000001
C69519,P28399,IL,2024-04-30,886.04,692.84,193.19999999999993
,P28399,IL,2024-07-03,5200.71,605.35,4595.36
C92149,P28399,IL,2024-02-01,4305.77,2532.8,1772.9700000000003
C80784,P40804,FL,2024-03-14,2778.08,439.91,2338.17
C60403,P40804,FL,2024-03-05,5259.01,56.52,5202.49
C82462,P40804,FL,2024-02-08,3390.92,2401.4,989.52
C40500,P26947,NC,2024-06-21,9742.36,3679.61,6062.75
C36102,P26544,GA,2024-03-08,437.43,352.43,85.0
C62182,P26544,GA,2024-06-15,5515.13,1822.33,3692.8
C15571,P26544,GA,2024-01-21,3164.5,1608.26,1556.24
C16974,P14800,TX,2024-07-05,7906.41,4570.11,3336.3
C24344,P14800,TX,2024-02-23,3953.38,970.34,2983.04
C87154,P22543,FL,2024-03-17,3356.27,2977.03,379.2399999999998
C16983,P22543,FL,2024-06-13,6837.66,1845.31,4992.35
C71603,P22543,FL,2024-01-12,2264.55,97.25,2167.3
C90933,P37417,FL,2024-06-21,3664.24,588.28,3075.96
C59491,P36155,IL,2024-06-06,6234.39,4089.74,2144.6500000000005
C99897,P11189,GA,2024-07-07,6490.95,2029.36,4461.59
C65228,P19530,TX,2024-03-03,7785.75,7374.14,411.6099999999997
C56777,P44162,GA,2024-07-05,8125.11,3590.87,4534.24
C34048,P8940,IL,2024-06-05,7965.66,2966.28,4999.379999999999
C60209,P8940,IL,2024-07-02,8417.97,5772.26,2645.709999999999
C16041,P8940,IL,2024-07-19,1673.74,1086.65,587.0899999999999
C17926,P28792,NC,2024-06-10,789.08,586.01,203.07000000000005
C37124,P28792,NC,2024-05-20,4682.83,2779.79,1903.04
C95467,P2568,TX,2024-03-16,2382.42,2273.38,109.03999999999996
C71527,P2568,TX,2024-04-07,39.89,6.18,33.71
C17979,P2568,TX,2024-07-10,1853.97,1690.59,163.3800000000001
C56376,P2035,TX,2024-07-07,3053.67,1547.35,1506.3200000000002
C93156,P2035,TX,2024-03-07,2626.39,1051.15,1575.2399999999998
C87188,P27485,IL,2024-02-12,4993.18,628.31,4364.870000000001
C77126,P27485,IL,2024-02-11,9788.16,2187.03,7601.129999999999
C54445,P46797,IL,2024-05-16,7942.15,6069.53,1872.62
C61663,P46797,IL,2024-07-18,4666.55,3534.97,1131.5800000000004
C75053,P45836,FL,2024-04-08,5291.26,2152.48,3138.78
C28505,P45836,FL,2024-03-16,5868.54,3856.97,2011.5700000000002
C55652,P45836,FL,2024-07-19,3566.95,1746.62,1820.33
C55408,P13488,GA,2024-06-11,3846.5,3774.3,72.19999999999982
C69559,P15859,IL,2024-01-22,1283.97,1227.43,56.539999999999964
C65572,P7559,IL,2024-05-05,782.63,210.91,571.72
C14950,P7559,IL,2024-07-13,9887.54,7653.37,-1.0
C76542,P7559,IL,2024-04-15,7843.76,3451.02,4392.74
C19178,P21671,TX,2024-06-15,2405.2,1526.03,879.1699999999998
C73285,P21671,TX,2024-01-10,5513.95,2119.7,3394.25
C59790,P21671,TX,2024-02-20,5933.06,358.13,5574.93
C73302,P41724,TX,2024-04-28,3938.52,220.75,3717.77
C28955,P41724,TX,2024-01-03,3911.11,3543.41,367.7000000000003
C11372,P9636,FL,2024-05-29,1526.73,1472.03,54.700000000000045
C28297,P9636,FL,2024-06-08,4186.16,1581.85,2604.31
C14400,P39747,IL,2024-01-19,4022.46,3679.27,343.19000000000005
C85123,P39747,IL,2024-01-17,3640.92,2110.26,1530.6599999999999
C27598,P18381,TX,2024-01-05,3684.4,1084.6,2599.8
C11988,P18381,TX,2024-06-16,8043.36,6428.41,1614.9499999999998
C66801,P18381,TX,2024-04-24,796.85,1195.275,209.60000000000002
C10566,P33423,NC,2024-02-03,2210.09,2075.51,134.57999999999993
C92530,P33423,NC,2024-04-14,7227.74,3392.31,3835.43
C59066,P15271,TX,2024-05-16,202.42,200.25,2.1699999999999875
C50641,P15271,TX,2024-04-19,5271.26,1626.04,3645.2200000000003
C58130,P36800,IL,2024-02-25,9279.87,2966.29,6313.580000000001
C28341,P39483,IL,2024-03-05,2207.88,1589.08,618.8000000000002
C41942,P39483,IL,2024-03-12,860.91,170.22,690.6899999999999
C41407,P39483,IL,2024-07-02,8618.74,4016.94,4601.799999999999
C58716,P43753,NC,2024-03-14,3013.92,2796.56,217.36000000000013
C18674,P43753,NC,2024-02-27,8330.22,7693.66,636.5599999999995
C66841,P40089,FL,2024-02-26,405.32,63.0,342.32
C64196,P35912,TX,2024-06-08,3574.51,2850.36,724.1500000000001
C98823,P35912,TX,2024-04-18,532.72,399.62,133.10000000000002
C95730,P45067,FL,2024-06-01,552.47,154.19,398.28000000000003
C15030,P1595,IL,2024-03-28,5373.28,1343.05,4030.2299999999996
C57038,P1595,IL,2024-01-15,4443.41,4242.83,200.57999999999993
C48015,P40484,NC,2024-06-10,1701.61,492.89,1208.7199999999998
C15280,P40484,NC,2024-05-02,9340.81,886.9,8453.91
C18324,P48413,NC,2024-01-02,9574.55,8740.35,834.1999999999989
C69013,P48413,NC,2024-03-05,7745.5,2717.66,5027.84
C38887,P4787,FL,2024-04-29,5634.81,625.07,5009.740000000001
C42136,P27102,TX,2024-07-16,3647.19,1761.98,1885.21
,P27102,TX,2024-02-07,7921.98,2643.84,5278.139999999999
C96171,P27102,TX,2024-02-02,7010.01,4159.96,2850.05
C66922,P27130,IL,2024-03-04,3732.46,2302.56,1429.9
C76408,P27130,IL,2024-02-13,4907.79,741.41,4166.38
C60158,P27130,IL,2024-03-23,1261.04,490.33,770.71
C90516,P29191,IL,2024-03-24,2020.93,1679.69,341.24
C22835,P29191,IL,2024-06-07,3752.36,2401.08,1351.2800000000002
C81606,P19830,FL,2024-05-25,8068.18,1052.57,7015.610000000001
C77012,P19830,FL,2024-06-07,569.87,405.9,163.97000000000003
C45189,P32765,NC,2024-05-24,9266.11,7010.72,2255.3900000000003
C60327,P31882,FL,2024-06-13,7234.39,4695.68,2538.71
C65149,P31882,FL,2024-03-06,99.88,45.17,54.709999999999994
C11819,P31882,FL,2024-04-30,9785.01,6809.32,2975.6900000000005
C38411,P16674,TX,2024-05-18,580.88,236.95,343.93
C56117,P16674,TX,2024-04-05,4024.93,1516.76,2508.17
C18235,P48155,TX,2024-05-19,4751.0,980.8,3770.2
C20502,P14295,GA,2024-06-11,4544.12,3416.21,1127.9099999999999
C34594,P25217,GA,2024-05-07,260.96,233.96,26.99999999999997
C56657,P25217,GA,2024-06-25,2448.21,567.47,1880.74
C62852,P4219,IL,2024-03-24,7894.26,1650.37,6243.89
C63667,P4219,IL,2024-03-17,1070.57,235.86,834.7099999999999
C93271,P4219,IL,2024-06-02,895.18,851.16,44.01999999999998
C20032,P21973,GA,2024-01-19,597.53,573.44,24.089999999999918
C82392,P21973,GA,2024-04-09,3036.19,1218.31,1817.88
C40610,P21973,GA,2024-06-20,304.64,15.55,289.09
C37079,P22444,NC,2024-06-25,8880.37,4369.32,4511.050000000001
C96033,P22444,NC,2024-04-26,1595.1,1038.97,556.1299999999999
C62376,P22444,NC,2024-01-21,9999.08,5805.26,4193.82
,P5144,TX,2024-06-27,1563.09,81.4,1481.6899999999998
C70200,P37584,GA,2024-02-19,1915.93,5.06,1910.8700000000001
C86020,P31979,GA,2024-06-06,6238.84,3616.03,2622.81
C26829,P2594,NC,2024-04-21,1054.9,1013.08,41.82000000000005
C22370,P2594,NC,2024-05-27,6482.99,3085.39,3397.6
C25189,P2594,NC,2024-04-30,7798.13,5008.18,2789.95
C47359,P30762,TX,2024-05-25,7688.78,5901.08,1787.6999999999998
C97781,P9098,GA,2024-03-14,3135.78,41.59,3094.19
C25318,P9098,GA,2024-01-11,7068.88,5225.09,1843.79
C31320,P9098,GA,2024-04-13,2083.92,45.59,2038.3300000000002
C55625,P12856,GA,2024-05-16,4365.8,2742.79,1623.0100000000002
C27583,P12856,GA,2024-03-08,3296.56,1657.43,1639.1299999999999
C62338,P30805,IL,2024-01-25,153.3,119.89,33.41000000000001
C50014,P30805,IL,2024-02-20,5410.96,1814.89,3596.0699999999997
C35238,P30805,IL,2024-06-24,1200.64,54.3,1146.3400000000001
C11356,P45179,GA,2024-04-02,9972.62,1771.92,8200.7
C63149,P45179,GA,2024-05-02,6483.19,5548.99,934.1999999999998
C75224,P45179,GA,2024-02-06,7249.54,2129.23,5120.3099999999995
C37212,P10715,IL,2024-06-04,2711.15,395.38,2315.77
C17407,P10715,IL,2024-03-03,7726.88,3297.39,4429.49
C43766,P10715,IL,2024-01-24,2901.18,876.74,2024.4399999999998
C11951,P6326,FL,2024-05-07,5666.64,4298.64,1368.0
C82809,P47692,GA,2024-05-18,8657.14,4017.88,4639.259999999999
C80594,P26455,GA,2024-02-24,7469.94,5908.56,1561.3799999999992
C32066,P26455,GA,2024-04-23,9349.79,4426.8,4922.990000000001
C70948,P26455,GA,2024-05-20,702.93,323.41,379.5199999999999
C92263,P11148,GA,2024-07-15,8820.67,7108.96,1711.71
C91751,P15802,FL,2024-03-20,8494.36,2699.36,5795.0
C26368,P24738,TX,2024-03-05,2349.32,2001.38,347.94000000000005
C89895,P40108,IL,2024-02-18,7571.55,31.42,7540.13
C27531,P24511,IL,2024-02-14,52.86,43.28,9.579999999999998
C33992,P24511,IL,2024-03-12,7627.5,3107.37,4520.13
C35296,P14257,IL,2024-03-03,8814.02,539.3,8274.720000000001
C21745,P14257,IL,2024-07-11,5438.31,1682.72,3755.59
C67468,P14257,IL,2024-05-12,4856.39,1870.16,2986.2300000000005
C57401,P25000,FL,2024-01-14,3462.98,825.46,2637.52
C10799,P37409,FL,2024-06-02,5795.23,5634.33,160.89999999999964
C10058,P37409,FL,2024-02-14,9273.53,6349.33,-1.0
C97814,P37409,FL,2024-05-04,4096.09,3632.95,463.1400000000003
C33443,P35364,FL,2024-05-13,9916.92,5732.43,4184.49
C20208,P35364,FL,2024-04-05,1084.31,1075.66,8.649999999999864
C34811,P35364,FL,2024-06-27,6525.32,5025.16,1500.1599999999999
C65402,P31933,IL,2024-02-17,6451.18,5531.88,919.3000000000002
C18412,P31933,IL,2024-07-08,9481.56,4928.61,4552.95
C98657,P31933,IL,2024-05-22,844.48,746.15,98.33000000000004
C38785,P25195,TX,2024-07-19,4641.02,4149.09,491.9300000000003
C90070,P25195,TX,2024-03-06,6606.68,1925.74,4680.9400000000005
C88841,P25195,TX,2024-07-09,4676.61,2924.53,1752.0799999999995
C36273,P13759,FL,2024-07-05,722.47,540.06,182.41000000000008
C98471,P13759,FL,2024-02-20,6588.51,5546.66,1041.8500000000004
C85540,P13759,FL,2024-05-18,8701.84,3245.0,5456.84
C24540,P5446,TX,2024-06-25,1690.01,59.46,1630.55
C79715,P5446,TX,2024-02-21,2232.18,1158.34,1073.84
C55390,P5446,TX,2024-07-05,4620.55,2721.28,1899.27
C44607,P23318,GA,2024-02-19,1410.24,871.63,538.61
C38002,P23318,GA,2024-05-14,9541.53,1851.79,7689.740000000001
C36579,P23318,GA,2024-02-13,9648.32,7332.7,2315.62
C74906,P8539,NC,2024-05-07,4462.53,582.85,3879.68
C16418,P46405,IL,2024-06-14,9475.62,14213.43,6249.120000000001
C23613,P46405,IL,2024-04-09,7375.8,6752.43,623.3699999999999
,P10127,TX,2024-01-26,337.68,238.33,99.35
C54762,P10127,TX,2024-01-30,9684.99,246.91,9438.08
C68945,P10127,TX,2024-06-19,2453.72,306.4,2147.3199999999997
C68671,P45316,FL,2024-04-26,8340.69,2237.87,6102.820000000001
C42718,P14258,IL,2024-05-31,2105.37,454.7,1650.6699999999998
C88980,P14258,IL,2024-02-29,1489.44,668.67,820.7700000000001
C91830,P3117,TX,2024-03-17,1805.65,996.4,809.2500000000001
C61242,P3117,TX,2024-02-05,991.16,266.52,724.64
C79959,P38835,TX,2024-01-11,3569.42,887.99,2681.4300000000003
C45552,P38835,TX,2024-04-25,3808.04,513.22,3294.8199999999997
C52854,P38835,TX,2024-03-08,6283.05,908.74,5374.31
C35745,P7579,GA,2024-01-20,6886.9,6472.22,414.6799999999994
C19889,P7579,GA,2024-01-28,7897.83,3455.86,4441.969999999999
C65302,P7579,GA,2024-05-08,7428.6,1438.92,5989.68
C79850,P1255,TX,2024-06-26,4166.24,2673.95,1492.29
C79583,P1255,TX,2024-05-13,9096.23,73.25,9022.98
C38946,P1255,TX,2024-03-14,3236.29,762.57,2473.72
C64111,P27890,TX,2024-03-22,7724.93,1849.49,5875.4400000000005
C31634,P27890,TX,2024-05-23,9223.55,140.44,9083.109999999999
C26102,P9383,FL,2024-05-20,9284.72,3136.4,6148.32
C36940,P48105,NC,2024-04-13,3631.37,2876.39,754.98
C41047,P48105,NC,2024-05-21,8386.89,12580.335,7386.589999999999
C94489,P30520,GA,2024-02-02,4876.94,3160.73,1716.2099999999996
C59391,P30520,GA,2024-04-22,5198.85,3594.35,1604.5000000000005
C77155,P39540,FL,2024-03-10,1255.83,650.49,605.3399999999999
C95889,P39540,FL,2024-04-30,1589.48,937.3,652.1800000000001
C40933,P42336,IL,2024-02-06,6083.51,454.24,5629.27
C50801,P42336,IL,2024-04-21,6538.93,2497.51,4041.42
C80353,P42336,IL,2024-04-18,6355.24,5188.81,1166.4299999999994
C45626,P1700,IL,2024-01-02,86.49,83.76,2.7299999999999898
C96771,P11563,TX,2024-01-27,917.74,279.62,638.12
C33631,P11563,TX,2024-07-02,737.08,441.16,295.92
C99575,P11563,TX,2024-07-13,7646.13,6315.69,1330.4400000000005
C50370,P19379,TX,2024-04-10,7405.39,5839.41,1565.9800000000005
C11977,P19379,TX,2024-03-05,8923.72,2860.56,6063.16
C52210,P9614,TX,2024-06-16,4361.11,3213.34,1147.7699999999995
C13413,P9614,TX,2024-07-09,4637.99,3113.93,1524.06
C21252,P50199,GA,2024-01-07,6659.02,227.92,6431.1
C28772,P25766,TX,2024-04-20,3750.45,3627.48,122.9699999999998
C20429,P50300,NC,2024-03-07,3656.88,882.92,2773.96
C39393,P50300,NC,2024-01-10,6824.99,181.78,6643.21
C42275,P50891,NC,2024-05-21,3281.58,2303.46,978.1199999999999
C77482,P50891,NC,2024-03-01,7229.52,5978.91,1250.6100000000006
C98614,P35192,IL,2024-06-07,7804.53,1392.75,6411.78
C11760,P35192,IL,2024-01-30,9477.49,3532.63,5944.86
C39901,P35800,GA,2024-07-14,3129.33,2564.83,564.5
C61850,P35800,GA,2024-01-23,364.41,352.89,11.520000000000039
C78450,P41902,IL,2024-04-05,6931.58,2273.46,4658.12
C57686,P41902,IL,2024-04-27,2896.87,1195.92,1700.9499999999998
C76335,P41902,IL,2024-06-09,1490.85,766.45,-1.0
C21502,P15591,FL,2024-07-18,1750.47,279.75,1470.72
C51251,P15591,FL,2024-06-25,9713.0,3491.43,6221.57
C58104,P7530,GA,2024-05-10,3467.28,2358.45,1108.8300000000004
C82887,P4957,IL,2024-06-23,337.02,326.22,10.799999999999955
C96162,P34673,NC,2024-05-16,2561.01,1631.11,929.9000000000003
C31389,P11630,GA,2024-05-03,425.1,417.81,7.2900000000000205
C66023,P11630,GA,2024-05-02,9682.75,3268.08,6414.67
C84639,P25960,GA,2024-04-13,2816.56,1460.93,1355.6299999999999
C85731,P25960,GA,2024-05-29,2741.58,1768.71,972.8699999999999
C19727,P50148,FL,2024-06-13,2468.85,1078.52,1390.33
C71458,P50148,FL,2024-03-16,8288.09,8046.14,241.94999999999982
C40827,P31843,GA,2024-07-19,2850.85,1094.04,1756.81
C54066,P31843,GA,2024-01-02,4877.56,272.19,4605.370000000001
C57814,P31843,GA,2024-05-16,3592.49,1903.31,1689.1799999999998
C74596,P41380,GA,2024-06-01,2379.56,2060.08,319.48
C43013,P41380,GA,2024-04-05,3571.47,3455.9,115.56999999999971
C84136,P41970,IL,2024-02-12,3610.37,1970.64,1639.7299999999998
C64026,P8588,FL,2024-03-02,5244.84,3045.91,2198.9300000000003
C83734,P8588,FL,2024-01-09,2438.74,938.64,-1.0
C66883,P18295,NC,2024-03-07,370.8,106.98,263.82
C84855,P18295,NC,2024-04-29,3693.59,2336.23,1357.3600000000001
C72276,P18295,NC,2024-05-19,7437.31,7319.92,117.39000000000033
C81376,P34594,NC,2024-04-27,5882.62,4725.91,1156.71
C24721,P34594,NC,2024-01-29,874.99,559.43,315.56000000000006
C61247,P34594,NC,2024-06-15,2629.27,2462.58,166.69000000000005
C84972,P21113,TX,2024-07-02,4642.43,1229.45,3412.9800000000005
C37305,P32613,FL,2024-03-02,71.6,49.26,22.339999999999996
C75244,P5091,FL,2024-01-07,8486.74,3545.15,4941.59
C62096,P40833,GA,2024-07-01,4238.53,3276.21,962.3199999999997
C14504,P40833,GA,2024-03-18,8567.46,4244.9,4322.5599999999995
C69090,P40833,GA,2024-02-18,9614.16,2886.82,6727.34
C23277,P35007,TX,2024-05-22,1909.4,1409.85,499.5500000000002
C61263,P15770,FL,2024-05-03,7977.17,1206.8,6770.37
C34465,P15770,FL,2024-03-14,9554.87,5689.34,3865.5300000000007
C70228,P15770,FL,2024-04-27,6513.93,1366.26,5147.67
C16095,P14368,GA,2024-04-25,8447.92,7003.88,1444.04
C18201,P36046,NC,2024-06-24,681.24,512.73,168.51
C93137,P34922,GA,2024-07-10,3035.26,2280.63,754.6300000000001
C38711,P34922,GA,2024-06-24,3827.75,3452.21,375.53999999999996
C82627,P35864,FL,2024-04-14,8894.56,4101.85,4792.709999999999
C73846,P35864,FL,2024-01-02,6294.36,518.63,5775.73
C45098,P35864,FL,2024-03-08,9436.0,9020.04,415.9599999999991
C74328,P10060,FL,2024-04-01,6740.41,1426.29,5314.12
C32808,P10060,FL,2024-06-03,2387.63,1896.41,491.22
C76186,P42019,NC,2024-06-22,9004.75,120.32,8884.43
C64766,P42019,NC,2024-06-29,43.79,8.02,35.769999999999996
C28648,P42019,NC,2024-05-06,1738.57,791.77,946.8
C36679,P7878,IL,2024-05-10,2280.42,1757.77,522.6500000000001
C12731,P7878,IL,2024-02-28,3292.63,2607.14,685.4900000000002
C10670,P7878,IL,2024-07-17,848.08,810.39,37.690000000000055
C76181,P48954,GA,2024-02-12,5886.86,2392.97,3493.89
C34747,P48954,GA,2024-01-15,8838.17,8132.41,705.7600000000002
C82835,P48954,GA,2024-06-29,7105.74,4751.56,2354.1799999999994
C70351,P11119,NC,2024-05-06,3952.93,2049.78,1903.1499999999996
C39439,P11119,NC,2024-04-23,3687.66,2903.67,783.9899999999998
C39362,P11119,NC,2024-06-06,7862.97,2321.4,5541.57
C51992,P27237,IL,2024-07-08,7238.51,668.3,6570.21
C76986,P27237,IL,2024-06-26,4903.02,2530.95,2372.0700000000006
C52547,P19388,IL,2024-02-26,8079.18,6454.79,1624.3900000000003
C88183,P19388,IL,2024-05-26,6257.39,1271.05,4986.34
C62295,P19388,IL,2024-01-06,606.92,274.46,332.46
C31245,P13613,FL,2024-02-23,9341.99,892.99,8449.0
C20730,P27933,TX,2024-03-20,9507.84,8166.99,1340.8500000000004
C10831,P5738,GA,2024-04-23,9495.76,7509.15,1986.6100000000006
C43741,P29587,IL,2024-01-19,6813.7,5058.2,1755.5
C91102,P29587,IL,2024-04-03,8833.18,623.27,8209.91
C14670,P22762,IL,2024-07-11,4920.69,674.17,4246.5199999999995
C55925,P22762,IL,2024-02-26,1802.29,9.14,1793.1499999999999
C18115,P22762,IL,2024-04-07,9414.49,5875.31,3539.1799999999994
C45132,P48360,IL,2024-01-05,7241.22,3021.52,4219.700000000001
C62124,P48360,IL,2024-03-08,6074.57,4513.73,1560.8400000000001
C97345,P48360,IL,2024-05-24,3887.77,931.75,2956.02
C75519,P19041,FL,2024-01-23,6718.95,5501.4,1217.5500000000002
C79601,P19041,FL,2024-05-11,5050.13,306.95,4743.18
C12757,P28220,IL,2024-04-08,9033.92,3368.08,5665.84
C66554,P28220,IL,2024-06-11,887.37,199.12,688.25
C18309,P28220,IL,2024-02-24,380.75,280.87,99.88
C60448,P10881,IL,2024-03-06,7010.37,2146.3,4864.07
C75043,P10881,IL,2024-01-26,2238.51,1504.53,733.9800000000002
C30113,P35261,NC,2024-05-23,2363.26,1106.16,1257.1000000000001
C58128,P35261,NC,2024-04-08,2432.22,1799.38,632.8399999999997
C48595,P18093,IL,2024-01-04,3166.9,836.85,2330.05
C40967,P6672,FL,2024-05-23,6473.0,6418.91,54.090000000000146
C21369,P6672,FL,2024-03-30,6302.06,4660.84,1641.2200000000003
C35243,P17804,TX,2024-02-11,6950.13,5702.16,1247.9700000000003
C55625,P17804,TX,2024-02-04,4020.23,3960.62,59.61000000000013
C39007,P21699,GA,2024-06-23,8897.28,3596.17,5301.110000000001
C91855,P30619,FL,2024-07-12,1008.06,1512.09,562.6899999999999
C26611,P30619,FL,2024-04-26,3418.01,3134.16,283.85000000000036
C56821,P30619,FL,2024-02-10,887.64,1331.46,255.67999999999995
,P36610,FL,2024-04-25,8266.71,4345.64,3921.069999999999
C90064,P36610,FL,2024-05-08,6493.16,2672.26,3820.8999999999996
C70266,P36610,FL,2024-06-24,5050.26,1696.21,3354.05
C89508,P3258,NC,2024-03-16,9205.54,6838.55,2366.9900000000007
C56775,P3258,NC,2024-03-10,3300.4,1934.75,1365.65
C14136,P3258,NC,2024-01-13,445.06,397.89,47.170000000000016
C29663,P4824,TX,2024-02-25,734.17,284.01,450.15999999999997
C81613,P7580,IL,2024-01-07,1341.58,1043.61,297.97
C18089,P7580,IL,2024-02-20,5111.99,1380.05,3731.9399999999996
C17648,P45254,GA,2024-04-14,3051.28,1841.87,1209.4100000000003
C63924,P45254,GA,2024-05-27,1696.72,1103.24,593.48
C52669,P38353,NC,2024-03-29,126.59,103.39,23.200000000000003
C71152,P38353,NC,2024-01-07,6711.25,2677.38,4033.87
C97540,P38353,NC,2024-04-12,3902.54,5853.8099999999995,1287.21
C27838,P36317,IL,2024-02-12,8707.37,8153.72,553.6500000000005
C62196,P36317,IL,2024-04-14,3751.8,3587.12,164.6800000000003
C36853,P36317,IL,2024-06-02,5408.82,2371.37,3037.45
