policy_id,booking_date,premium_booked,taxes,fees
P32728,2024-02-03,3310.74,165.54,59.78
P32729,2024-04-25,2186.17,109.31,25.26
P32730,2024-01-19,3991.61,199.58,63.98
P32731,2024-01-19,695.94,34.8,63.24
P32732,2024-02-03,3789.9,189.5,32.48
P32733,2024-01-27,4798.78,239.94,27.07
P32734,2024-05-26,691.84,34.59,57.19
P32735,2024-04-18,-4574.06,228.7,90.63
P32736,2024-01-16,-1750.87,87.54,22.54
P32737,2024-03-03,989.51,49.48,67.45
P32738,2024-03-21,3458.08,172.9,89.21
P32739,2024-02-01,1216.14,60.81,52.13
P32740,2024-02-28,2592.37,129.62,49.58
P32741,2024-05-11,796.09,39.8,57.08
P32742,2024-03-26,2661.98,133.1,76.49
P32743,2024-03-18,2172.55,108.63,53.31
P32744,2024-06-22,4449.64,222.48,88.93
P32745,2024-07-25,4586.45,229.32,77.09
P32746,2024-01-31,783.3,39.16,16.12
P32747,2024-03-03,4947.73,247.39,55.1
P32748,2024-04-19,4160.3,208.02,17.41
P32749,2024-05-02,1522.74,76.14,48.29
P32750,2024-04-14,2660.54,133.03,64.34
P32751,2024-02-09,2553.13,127.66,24.37
P32752,2024-05-13,4644.15,232.21,25.95
P32753,2024-05-28,2189.61,109.48,95.06
P32754,2024-05-03,1174.88,58.74,12.33
P32755,2024-04-05,3152.09,157.6,35.79
P32756,2024-05-20,2988.11,149.41,25.86
P32757,2024-04-08,4622.68,231.13,53.87
P32758,2024-05-05,1495.96,74.8,53.96
P32759,2024-04-04,1258.37,62.92,72.38
P32760,2024-07-01,875.2,43.76,53.84
P32761,2024-03-19,2587.54,129.38,96.71
P32762,2024-07-15,1819.29,90.96,75.82
P32763,2024-01-23,4848.82,242.44,58.0
P32764,2024-04-14,3792.81,189.64,38.43
P32765,2024-06-10,2992.93,149.65,51.01
,2024-02-10,4368.94,218.45,78.46
P32767,2024-07-14,2103.74,105.19,97.83
P32768,2024-03-26,2664.3,133.22,36.5
P32769,2024-04-11,4865.07,243.25,74.53
P32770,2024-05-24,1553.04,77.65,95.05
P32771,2024-04-23,1528.71,76.44,66.32
P32772,2024-06-21,2995.43,149.77,31.68
P32773,2024-02-07,995.98,49.8,90.04
P32774,2024-06-02,3088.09,154.4,95.51
P32775,2024-03-17,2935.63,146.78,57.3
P32776,2024-07-10,3596.91,179.85,72.12
P32777,2024-02-18,1375.84,68.79,60.95
P32778,2024-05-27,2729.3,136.47,73.19
P32779,2024-01-15,4770.61,238.53,24.7
P32780,2024-02-16,2444.82,122.24,56.02
P32781,2024-07-06,2720.05,136.0,84.94
P32782,2024-02-28,1816.35,90.82,16.92
P32783,2024-06-27,4112.6,205.63,39.32
P32784,2024-02-06,2010.55,100.53,78.29
P32785,2024-06-24,1311.83,65.59,82.51
P32786,2024-01-26,3849.11,192.46,64.91
P32787,2024-04-28,2377.35,118.87,35.12
P32788,2024-06-07,2776.32,138.82,31.51
P32789,2024-02-18,-3534.39,176.72,73.88
P32790,2024-05-10,2850.23,142.51,26.58
P32791,2024-02-10,4951.46,247.57,86.57
P32792,2024-06-23,2399.45,119.97,67.89
P32793,2024-05-13,1032.96,51.65,40.51
P32794,2024-07-01,4961.15,248.06,42.16
P32795,2024-04-30,2926.23,146.31,73.52
P32796,2024-04-04,3185.22,159.26,17.7
P32797,2024-06-14,2571.82,128.59,76.74
P32798,2024-04-04,2270.79,113.54,36.88
P32799,2024-06-10,-1387.63,69.38,77.72
P32800,2024-07-14,3729.35,186.47,89.23
P32801,2024-04-09,3103.93,155.2,79.49
P32802,2024-03-04,2044.5,102.23,82.99
P32803,2024-02-03,,68.73,55.59
P32804,2024-02-05,1586.34,79.32,72.56
P32805,2024-02-25,1437.58,71.88,46.34
P32806,2024-04-18,3323.46,166.17,60.08
P32807,2024-06-27,2322.52,116.13,79.52
P32808,2024-01-16,1137.48,56.87,92.8
P32809,2024-07-17,3430.39,171.52,88.18
P32810,2024-04-22,1347.15,67.36,85.1
P32811,2024-04-14,1705.04,85.25,62.54
P32812,2024-04-30,1782.46,89.12,68.04
P32813,2024-04-01,2990.86,149.54,39.22
P32814,2024-06-24,680.78,34.04,97.23
P32815,2024-03-26,2873.96,143.7,81.45
P32816,2024-01-09,2362.57,118.13,61.86
P32817,2024-04-09,4490.06,224.5,20.2
P32818,2024-07-16,799.94,40.0,83.26
P32819,2024-05-22,3347.53,167.38,62.12
P32820,2024-04-07,4481.95,224.1,11.9
,2024-06-13,3054.75,152.74,44.48
P32822,2024-04-30,4965.65,248.28,93.58
P32823,2024-03-04,1959.92,98.0,14.69
P32824,2024-02-01,1425.29,71.26,45.91
P32825,2024-07-03,1530.7,76.54,27.93
P32826,2024-03-14,3322.88,166.14,15.82
P32827,2024-07-16,1700.75,85.04,35.51
P32828,2024-03-21,1467.74,73.39,99.17
P32829,2024-04-15,2444.25,122.21,40.25
P32830,2024-02-18,2953.02,147.65,53.3
P32831,2024-02-09,2888.06,144.4,36.76
P32832,2024-06-05,1481.5,74.08,16.85
P32833,2024-02-21,-3659.19,182.96,15.37
P32834,2024-03-19,1359.89,67.99,47.78
P32835,2024-06-06,787.17,39.36,12.87
P32836,2024-03-07,2640.6,132.03,83.9
P32837,2024-04-12,730.97,36.55,92.8
P32838,2024-02-08,1302.55,65.13,80.37
P32839,2024-04-02,1882.38,94.12,22.12
P32840,2024-03-16,1738.05,86.9,27.3
P32841,2024-05-12,695.52,34.78,60.71
P32842,2024-06-14,548.98,27.45,50.3
P32843,2024-04-05,2467.99,123.4,47.16
P32844,2024-02-05,2617.03,130.85,74.5
P32845,2024-05-22,1593.98,79.7,98.47
P32846,2024-05-08,4555.82,227.79,48.36
P32847,2024-03-09,2492.91,124.65,61.53
P32848,2024-03-29,863.24,43.16,41.64
P32849,2024-02-07,4728.22,236.41,15.27
P32850,2024-01-17,3463.34,173.17,57.29
P32851,2024-04-20,878.23,43.91,92.33
P32852,2024-02-24,2005.48,100.27,20.15
P32853,2024-03-04,1555.73,77.79,82.45
P32854,2024-02-08,3275.15,163.76,70.71
P32855,2024-03-28,2646.6,132.33,69.52
P32856,2024-04-27,629.4,31.47,98.29
P32857,2024-06-08,4944.47,247.22,48.51
P32858,2024-03-12,4002.02,200.1,78.89
P32859,2024-07-04,2151.55,107.58,35.79
P32860,2024-02-12,1308.25,65.41,62.83
P32861,2024-06-05,3463.81,173.19,16.07
P32862,2024-07-10,,139.28,47.36
P32863,2024-04-19,2871.17,143.56,61.8
P32864,2024-04-23,3166.62,158.33,26.48
P32865,2024-06-24,1998.3,99.92,57.19
P32866,2024-05-29,2040.13,102.01,17.33
P32867,2024-01-17,2193.47,109.67,99.86
P32868,2024-01-05,1121.1,56.05,58.46
P32869,2024-05-30,3875.98,193.8,29.41
P32870,2024-05-11,2502.31,125.12,33.02
P32871,2024-06-29,4357.46,217.87,96.25
P32872,2024-06-29,1007.13,50.36,49.98
P32873,2024-06-24,2227.77,111.39,79.55
P32874,2024-02-14,1163.93,58.2,90.16
P32875,2024-04-02,4334.18,216.71,16.32
P32876,2024-04-30,2607.92,130.4,49.74
P32877,2024-07-18,4028.92,201.45,43.24
P32878,2024-02-12,1483.06,74.15,80.01
P32879,2024-02-04,3813.3,190.67,99.34
P32880,2024-05-11,3852.39,192.62,78.42
P32881,2024-03-09,601.3,30.06,46.64
P32882,2024-05-03,4556.4,227.82,52.16
P32883,2024-02-06,2033.37,101.67,77.79
P32884,2024-04-08,2444.53,122.23,68.93
P32885,2024-03-24,2995.87,149.79,14.57
P32886,2024-06-05,928.69,46.43,99.54
P32887,2024-01-13,-4526.88,226.34,64.71
P32888,2024-03-12,981.27,49.06,75.51
P32889,2024-04-25,,106.08,26.74
,2024-07-05,4839.79,241.99,58.98
P32891,2024-06-04,3903.13,195.16,94.78
P32892,2024-06-06,3946.73,197.34,81.37
P32893,2024-05-11,3601.7,180.09,75.26
P32894,2024-05-29,4369.21,218.46,57.7
P32895,2024-02-08,2230.52,111.53,57.7
P32896,2024-05-03,4468.16,223.41,75.2
P32897,2024-06-03,1566.33,78.32,32.43
P32898,2024-02-02,882.56,44.13,57.76
P32899,2024-05-24,3025.3,151.27,99.01
P32900,2024-06-15,-3354.42,167.72,24.02
P32901,2024-03-28,4242.69,212.13,13.37
P32902,2024-05-06,4790.62,239.53,91.01
P32903,2024-04-22,4444.89,222.24,79.15
P32904,2024-02-08,2629.61,131.48,64.1
P32905,2024-03-08,960.69,48.03,25.2
P32906,2024-05-28,2797.77,139.89,87.03
P32907,2024-03-08,2827.46,141.37,82.44
,2024-04-19,2515.58,125.78,77.04
P32909,2024-02-25,3031.38,151.57,85.75
P32910,2024-05-19,4710.65,235.53,23.93
P32911,2024-05-06,3398.89,169.94,24.32
P32912,2024-03-20,4710.29,235.51,54.23
P32913,2024-05-17,,182.47,21.95
P32914,2024-03-24,3163.71,158.19,87.7
P32915,2024-04-09,1404.6,70.23,10.35
P32916,2024-03-21,3061.65,153.08,98.95
P32917,2024-02-03,1486.57,74.33,58.08
P32918,2024-04-08,-687.72,34.39,72.47
P32919,2024-04-06,4661.34,233.07,65.1
P32920,2024-05-09,3961.26,198.06,81.16
P32921,2024-06-27,1640.1,82.0,34.38
P32922,2024-01-15,-4803.03,240.15,32.5
P32923,2024-05-04,476.13,23.81,34.24
,2024-03-12,2620.1,131.0,41.41
P32925,2024-04-21,2853.27,142.66,33.67
P32926,2024-04-28,3183.2,159.16,37.87
P32927,2024-03-04,941.99,47.1,72.29
P32928,2024-05-10,2419.48,120.97,98.98
P32929,2024-05-23,610.4,30.52,39.64
P32930,2024-03-02,3630.0,181.5,32.46
P32931,2024-05-23,4138.41,206.92,15.25
P32932,2024-06-29,,103.87,87.75
P32933,2024-02-26,842.11,42.11,75.26
P32934,2024-05-09,2907.51,145.38,57.6
P32935,2024-04-09,2404.3,120.22,41.11
P32936,2024-06-03,749.93,37.5,57.43
P32937,2024-05-01,754.86,37.74,51.14
P32938,2024-03-16,1413.93,70.7,18.31
P32939,2024-04-15,3462.87,173.14,87.58
P32940,2024-02-28,4433.4,221.67,70.39
P32941,2024-05-04,1224.56,61.23,65.02
P32942,2024-06-08,,204.39,11.42
P32943,2024-04-02,4412.65,220.63,47.9
P32944,2024-02-13,4232.54,211.63,98.01
P32945,2024-06-29,,88.16,70.1
P32946,2024-05-23,4280.07,214.0,11.61
P32947,2024-01-23,3495.31,174.77,78.55
P32948,2024-03-25,3698.59,184.93,10.58
P32949,2024-03-23,1501.27,75.06,28.37
P32950,2024-07-07,1557.82,77.89,16.15
P32951,2024-07-04,2948.03,147.4,10.76
P32952,2024-06-03,-3757.57,187.88,13.8
P32953,2024-02-08,4564.07,228.2,76.94
P32954,2024-04-16,2377.97,118.9,53.86
P32955,2024-06-24,2548.18,127.41,47.63
P32956,2024-04-11,-1307.8,65.39,87.47
P32957,2024-05-12,2847.05,142.35,97.14
P32958,2024-03-04,2418.22,120.91,83.99
P32959,2024-04-17,2935.98,146.8,34.44
P32960,2024-06-28,3986.87,199.34,27.82
P32961,2024-04-25,894.02,44.7,94.06
P32962,2024-03-13,4157.94,207.9,43.83
P32963,2024-05-30,2288.67,114.43,86.64
P32964,2024-04-10,726.19,36.31,97.32
P32965,2024-03-16,3226.34,161.32,91.16
P32966,2024-06-15,2086.0,104.3,25.62
P32967,2024-04-08,3861.39,193.07,48.86
P32968,2024-03-02,2224.38,111.22,37.46
P32969,2024-01-30,1460.3,73.02,66.37
P32970,2024-02-05,2932.83,146.64,16.23
P32971,2024-05-12,4010.62,200.53,63.35
P32972,2024-06-08,3079.53,153.98,32.99
P32973,2024-03-22,823.15,41.16,91.12
P32974,2024-05-05,1592.86,79.64,43.35
P32975,2024-01-24,-4912.51,245.63,73.27
P32976,2024-03-19,1029.54,51.48,99.07
P32977,2024-04-29,3530.01,176.5,64.15
P32978,2024-07-01,2833.12,141.66,57.72
P32979,2024-05-31,1979.77,98.99,79.39
P32980,2024-04-12,3917.0,195.85,46.5
P32981,2024-02-25,,247.18,55.56
P32982,2024-03-26,2402.16,120.11,43.63
P32983,2024-02-20,4304.96,215.25,67.61
P32984,2024-03-01,2992.34,149.62,60.93
P32985,2024-01-24,-2737.13,136.86,15.77
,2024-01-24,1286.9,64.35,83.97
P32987,2024-01-24,3310.25,165.51,66.17
P32988,2024-02-16,1900.4,95.02,40.8
P32989,2024-02-24,4169.14,208.46,88.83
P32990,2024-06-20,1269.67,63.48,24.94
P32991,2024-02-25,1286.13,64.31,63.68
P32992,2024-06-18,552.14,27.61,37.31
P32993,2024-04-20,2355.06,117.75,75.69
P32994,2024-06-20,757.48,37.87,55.15
P32995,2024-04-05,3830.0,191.5,94.37
P32996,2024-05-11,4445.7,222.28,22.25
P32997,2024-04-29,3921.21,196.06,11.57
P32998,2024-06-20,,234.26,61.48
P32999,2024-04-01,1202.78,60.14,24.61
P33000,2024-06-03,3319.65,165.98,96.82
P33001,2024-06-16,3680.78,184.04,15.02
P33002,2024-02-18,2871.54,143.58,17.9
P33003,2024-05-28,1512.17,75.61,31.78
P33004,2024-05-07,1367.68,68.38,91.44
P33005,2024-06-22,4166.65,208.33,68.92
P33006,2024-05-30,2113.89,105.69,86.49
P33007,2024-07-06,4374.48,218.72,89.35
P33008,2024-05-08,1301.49,65.07,87.37
P33009,2024-04-17,4681.73,234.09,43.71
P33010,2024-05-31,4243.78,212.19,85.58
P33011,2024-07-08,4160.05,208.0,86.72
P33012,2024-03-03,3067.59,153.38,89.23
P33013,2024-01-27,-2899.81,144.99,76.09
P33014,2024-06-20,3730.71,186.54,29.44
P33015,2024-04-30,4832.06,241.6,17.04
P33016,2024-04-02,5014.24,250.71,14.75
P33017,2024-06-01,1585.89,79.29,85.07
P33018,2024-05-31,3980.96,199.05,14.81
,2024-02-04,3751.62,187.58,73.58
P33020,2024-03-04,-539.47,26.97,91.3
P33021,2024-04-29,2549.59,127.48,33.84
P33022,2024-01-15,1480.32,74.02,52.79
P33023,2024-05-14,3110.96,155.55,70.5
P33024,2024-07-12,4918.24,245.91,17.57
P33025,2024-04-25,2954.4,147.72,92.67
P33026,2024-06-01,1965.39,98.27,13.93
P33027,2024-05-27,1684.73,84.24,75.54
P33028,2024-02-04,2179.92,109.0,52.82
P33029,2024-04-29,3980.97,199.05,71.18
P33030,2024-02-17,2964.38,148.22,31.22
P33031,2024-03-09,1394.13,69.71,54.96
P33032,2024-07-21,3454.86,172.74,86.15
P33033,2024-06-26,3927.51,196.38,19.36
P33034,2024-03-13,534.44,26.72,63.73
P33035,2024-02-28,551.7,27.59,90.29
P33036,2024-06-20,2120.15,106.01,60.26
P33037,2024-02-08,1456.51,72.83,59.54
,2024-01-28,3278.55,163.93,13.31
P33039,2024-03-14,,162.53,36.17
,2024-05-07,2645.98,132.3,12.02
P33041,2024-04-10,2811.83,140.59,78.13
P33042,2024-04-02,3439.23,171.96,78.13
,2024-01-30,946.13,47.31,38.71
P33044,2024-02-27,2175.57,108.78,28.18
P33045,2024-04-21,3539.99,177.0,84.6
P33046,2024-03-20,1822.26,91.11,81.1
P33047,2024-03-25,2205.23,110.26,25.45
P33048,2024-03-17,4476.74,223.84,51.13
P33049,2024-07-11,992.08,49.6,39.07
P33050,2024-01-19,4101.25,205.06,70.07
P33051,2024-01-30,2762.5,138.12,75.71
P33052,2024-03-17,2050.07,102.5,56.12
P33053,2024-04-05,-3085.97,154.3,55.97
P33054,2024-02-25,1083.39,54.17,72.08
P33055,2024-07-11,2104.82,105.24,88.37
P33056,2024-06-07,1865.71,93.29,18.7
P33057,2024-04-06,,141.15,77.7
P33058,2024-05-21,881.28,44.06,32.76
P33059,2024-02-19,4692.54,234.63,18.31
P33060,2024-02-05,4472.31,223.62,74.45
P33061,2024-04-21,3542.79,177.14,54.11
P33062,2024-06-20,1505.65,75.28,21.06
P33063,2024-06-19,1088.31,54.42,27.73
P33064,2024-01-24,2204.94,110.25,24.67
P33065,2024-02-05,1949.57,97.48,80.34
P33066,2024-01-27,1988.11,99.41,38.32
P33067,2024-05-07,4153.04,207.65,78.8
P33068,2024-01-21,515.27,25.76,58.3
P33069,2024-06-12,3128.55,156.43,14.87
P33070,2024-05-18,530.87,26.54,99.5
P33071,2024-04-23,4722.25,236.11,48.81
P33072,2024-07-21,3225.8,161.29,30.33
P33073,2024-03-06,1958.25,97.91,15.0
P33074,2024-04-22,3230.19,161.51,19.07
P33075,2024-04-27,2637.09,131.85,20.41
P33076,2024-03-11,1306.26,65.31,85.0
P33077,2024-01-23,3311.83,165.59,76.05
P33078,2024-07-20,2703.62,135.18,32.74
P33079,2024-03-02,1578.51,78.93,45.01
P33080,2024-04-15,2416.21,120.81,32.46
P33081,2024-03-30,2932.25,146.61,13.46
P33082,2024-03-29,,55.03,85.31
P33083,2024-07-02,1114.3,55.72,40.72
P33084,2024-06-13,3794.7,189.74,13.46
P33085,2024-05-28,771.79,38.59,52.91
P33086,2024-05-28,2846.56,142.33,53.04
P33087,2024-05-01,2999.08,149.95,92.95
P33088,2024-06-28,4298.46,214.92,56.21
P33089,2024-04-04,4864.48,243.22,94.98
P33090,2024-03-10,2628.2,131.41,20.92
P33091,2024-06-16,2385.48,119.27,32.38
P33092,2024-03-04,2498.11,124.91,46.61
P33093,2024-04-02,2695.95,134.8,95.81
P33094,2024-05-03,4452.94,222.65,32.24
P33095,2024-01-30,1193.97,59.7,29.29
P33096,2024-02-02,1684.57,84.23,36.29
P33097,2024-06-14,753.63,37.68,48.23
P33098,2024-05-27,2747.38,137.37,14.87
P33099,2024-05-22,973.39,48.67,27.55
P33100,2024-05-27,1077.12,53.86,51.35
P33101,2024-05-16,2707.37,135.37,24.38
P33102,2024-02-09,1741.92,87.1,19.2
P33103,2024-04-24,986.07,49.3,70.26
P33104,2024-07-25,770.68,38.53,63.84
P33105,2024-03-29,4222.82,211.14,47.3
P33106,2024-02-23,3845.12,192.26,39.18
P33107,2024-04-28,2493.46,124.67,35.02
P33108,2024-04-30,2494.29,124.71,34.98
P33109,2024-06-22,832.36,41.62,20.85
P33110,2024-03-19,2814.4,140.72,94.6
P33111,2024-05-19,2442.51,122.13,11.48
P33112,2024-03-25,4043.25,202.16,84.88
P33113,2024-03-27,1730.08,86.5,61.89
P33114,2024-04-13,4393.08,219.65,52.76
P33115,2024-05-02,4073.92,203.7,70.96
P33116,2024-04-15,3953.31,197.67,66.33
P33117,2024-02-09,3252.68,162.63,53.93
P33118,2024-07-06,4109.45,205.47,61.62
P33119,2024-02-27,4360.97,218.05,74.34
P33120,2024-07-09,1994.57,99.73,35.73
P33121,2024-07-15,1080.74,54.04,33.55
P33122,2024-06-03,1463.12,73.16,12.58
P33123,2024-06-29,3020.43,151.02,31.72
P33124,2024-01-13,2314.27,115.71,63.17
P33125,2024-03-14,3818.26,190.91,89.8
P33126,2024-03-10,1915.66,95.78,13.91
P33127,2024-02-25,3103.26,155.16,32.84
P33128,2024-02-04,3462.14,173.11,30.38
P33129,2024-05-25,3068.07,153.4,50.85
P33130,2024-02-21,987.28,49.36,21.23
P33131,2024-06-02,832.16,41.61,29.58
P33132,2024-04-20,874.43,43.72,58.06
P33133,2024-02-27,788.35,39.42,10.85
P33134,2024-04-19,1541.65,77.08,27.91
P33135,2024-02-09,2791.73,139.59,80.2
P33136,2024-02-28,3549.04,177.45,75.59
P33137,2024-03-05,1901.34,95.07,44.51
P33138,2024-07-07,4307.09,215.35,10.36
P33139,2024-04-21,3745.36,187.27,47.58
P33140,2024-03-30,1246.04,62.3,91.21
P33141,2024-06-10,2739.21,136.96,57.36
P33142,2024-05-23,2080.93,104.05,71.75
P33143,2024-07-09,2619.61,130.98,37.49
P33144,2024-04-20,964.89,48.24,39.84
P33145,2024-05-07,3933.97,196.7,40.85
P33146,2024-07-09,2308.52,115.43,93.12
P33147,2024-02-07,3173.5,158.68,83.06
P33148,2024-06-20,1333.05,66.65,61.76
P33149,2024-03-01,1886.02,94.3,81.98
P33150,2024-04-16,,70.29,12.33
P33151,2024-01-29,1816.97,90.85,15.48
P33152,2024-05-07,2819.94,141.0,26.71
P33153,2024-05-07,2997.97,149.9,35.46
P33154,2024-06-18,5139.19,256.96,20.77
P33155,2024-05-16,-4107.36,205.37,68.83
P33156,2024-02-14,3279.93,164.0,69.45
P33157,2024-04-14,2023.88,101.19,72.22
P33158,2024-06-15,2321.49,116.07,29.08
P33159,2024-02-13,3331.16,166.56,61.96
P33160,2024-03-14,1932.4,96.62,42.91
P33161,2024-05-08,3102.82,155.14,26.41
P33162,2024-04-18,-2061.43,103.07,90.64
P33163,2024-04-28,4001.57,200.08,84.48
P33164,2024-02-04,2752.48,137.62,53.52
P33165,2024-03-15,-868.86,43.44,68.59
P33166,2024-02-10,2722.61,136.13,80.71
P33167,2024-02-10,-2367.36,118.37,89.25
P33168,2024-01-25,824.18,41.21,51.39
P33169,2024-02-14,-3642.14,182.11,66.54
P33170,2024-03-09,784.12,39.21,34.14
P33171,2024-02-05,1943.72,97.19,31.38
P33172,2024-06-21,3518.39,175.92,90.16
P33173,2024-04-24,1646.3,82.31,81.67
P33174,2024-03-11,827.01,41.35,42.49
P33175,2024-03-11,2012.6,100.63,92.73
P33176,2024-05-25,,96.93,33.34
P33177,2024-01-22,3308.93,165.45,45.41
P33178,2024-05-03,1327.95,66.4,89.47
P33179,2024-03-17,2723.88,136.19,43.61
P33180,2024-03-17,3702.34,185.12,77.37
P33181,2024-06-27,2585.14,129.26,93.57
P33182,2024-02-02,1862.64,93.13,73.36
P33183,2024-05-26,2623.8,131.19,41.6
P33184,2024-04-15,4201.56,210.08,44.65
P33185,2024-05-14,1737.58,86.88,61.84
P33186,2024-01-30,3321.97,166.1,14.23
P33187,2024-07-08,4267.71,213.39,89.61
P33188,2024-05-16,2467.98,123.4,26.35
P33189,2024-02-21,4281.62,214.08,63.13
P33190,2024-03-06,1322.63,66.13,30.17
P33191,2024-05-22,4431.71,221.59,17.26
P33192,2024-05-19,3152.74,157.64,43.22
P33193,2024-06-21,-2445.6,122.28,82.94
P33194,2024-06-18,4504.16,225.21,45.88
P33195,2024-03-08,1246.31,62.32,16.23
P33196,2024-05-23,3269.11,163.46,16.26
,2024-01-07,2113.81,105.69,41.72
P33198,2024-07-10,3990.94,199.55,55.85
P33199,2024-03-28,1156.53,57.83,14.83
P33200,2024-03-27,1884.67,94.23,27.5
P33201,2024-06-13,4365.78,218.29,32.06
,2024-04-29,2419.1,120.95,26.17
P33203,2024-01-04,4781.4,239.07,24.63
P33204,2024-03-22,3116.19,155.81,58.12
P33205,2024-03-10,3240.36,162.02,79.14
P33206,2024-04-28,651.11,32.56,58.75
P33207,2024-07-05,4726.96,236.35,38.34
P33208,2024-06-11,2276.78,113.84,83.01
P33209,2024-07-12,2420.84,121.04,34.13
P33210,2024-01-27,3016.2,150.81,48.68
P33211,2024-02-25,2898.53,144.93,20.94
P33212,2024-04-01,1261.81,63.09,55.37
P33213,2024-05-27,2214.86,110.74,93.94
P33214,2024-02-18,2608.09,130.4,54.21
P33215,2024-05-29,1537.25,76.86,82.7
P33216,2024-03-06,1336.77,66.84,29.73
P33217,2024-02-04,2260.85,113.04,86.69
P33218,2024-03-02,1433.92,71.7,36.5
P33219,2024-03-16,4063.22,203.16,14.13
P33220,2024-05-30,1948.61,97.43,37.82
P33221,2024-02-05,1708.8,85.44,49.35
P33222,2024-06-03,4296.68,214.83,15.37
P33223,2024-02-29,1992.59,99.63,43.08
P33224,2024-03-09,4504.58,225.23,98.82
P33225,2024-05-30,3709.92,185.5,89.48
P33226,2024-06-15,3203.9,160.2,75.72
P33227,2024-06-22,3582.85,179.14,65.37
P33228,2024-07-09,3819.87,190.99,71.44
P33229,2024-02-03,3435.48,171.77,30.56
P33230,2024-02-13,2505.09,125.25,24.55
P33231,2024-05-04,2739.75,136.99,78.99
P33232,2024-01-14,2288.63,114.43,90.96
P33233,2024-04-06,860.14,43.01,47.27
P33234,2024-06-05,1132.26,56.61,28.12
P33235,2024-06-11,4025.45,201.27,53.08
P33236,2024-04-22,4245.8,212.29,20.83
P33237,2024-03-25,1235.93,61.8,99.0
P33238,2024-02-07,4179.24,208.96,91.76
P33239,2024-02-28,3856.29,192.81,33.93
P33240,2024-04-02,-3559.46,177.97,76.76
P33241,2024-06-05,2675.66,133.78,68.08
P33242,2024-03-19,5189.72,259.49,81.06
P33243,2024-03-25,2819.83,140.99,23.3
P33244,2024-03-07,2390.43,119.52,81.94
,2024-07-14,4153.47,207.67,46.91
P33246,2024-02-05,1517.07,75.85,66.9
P33247,2024-01-29,4985.39,249.27,97.07
P33248,2024-02-15,3095.9,154.8,24.64
P33249,2024-07-16,4008.34,200.42,37.41
P33250,2024-03-16,1291.18,64.56,49.1
P33251,2024-05-31,1389.08,69.45,27.7
P33252,2024-01-22,-1813.09,90.65,30.93
P33253,2024-02-25,1270.03,63.5,70.47
P33254,2024-05-30,1092.04,54.6,72.62
P33255,2024-07-02,1617.01,80.85,96.83
P33256,2024-03-12,2786.35,139.32,75.93
P33257,2024-02-01,4878.03,243.9,75.83
P33258,2024-01-18,949.34,47.47,65.45
P33259,2024-02-22,4593.89,229.69,40.91
P33260,2024-02-26,1530.35,76.52,75.81
P33261,2024-02-18,1936.62,96.83,92.02
P33262,2024-05-11,4310.53,215.53,28.95
P33263,2024-02-04,3595.42,179.77,70.56
P33264,2024-07-13,1707.93,85.4,53.19
P33265,2024-03-31,972.85,48.64,79.79
P33266,2024-05-20,758.65,37.93,77.2
P33267,2024-05-19,3083.81,154.19,72.45
P33268,2024-04-18,1187.6,59.38,76.71
P33269,2024-05-06,3385.87,169.29,53.84
P33270,2024-03-06,3054.91,152.75,73.56
P33271,2024-05-06,1035.5,51.78,22.49
P33272,2024-06-30,1204.48,60.22,94.87
P33273,2024-01-17,2203.02,110.15,25.32
P33274,2024-07-17,4673.82,233.69,74.36
P33275,2024-04-18,1554.97,77.75,53.74
P33276,2024-02-03,1891.56,94.58,45.76
P33277,2024-06-23,1446.55,72.33,17.13
P33278,2024-05-07,478.28,23.91,75.51
P33279,2024-04-17,1243.59,62.18,92.32
P33280,2024-02-28,3635.11,181.76,55.13
P33281,2024-06-18,2709.69,135.48,29.67
P33282,2024-06-13,844.86,42.24,27.29
P33283,2024-02-05,697.98,34.9,96.35
P33284,2024-03-06,993.95,49.7,98.99
P33285,2024-05-23,3606.82,180.34,49.91
P33286,2024-04-24,1790.98,89.55,96.78
P33287,2024-06-25,4036.91,201.85,72.07
P33288,2024-06-20,2118.18,105.91,93.31
P33289,2024-03-30,2090.37,104.52,69.19
P33290,2024-06-08,-4326.68,216.33,78.74
P33291,2024-05-11,2018.33,100.92,52.0
P33292,2024-06-14,1870.31,93.52,58.27
P33293,2024-05-25,4525.17,226.26,97.57
P33294,2024-04-16,1488.94,74.45,47.01
P33295,2024-04-02,3586.74,179.34,30.79
P33296,2024-03-05,4487.24,224.36,93.12
P33297,2024-02-14,4017.26,200.86,56.07
P33298,2024-03-23,4053.28,202.66,37.71
P33299,2024-02-21,4429.29,221.46,62.19
P33300,2024-02-06,1850.86,92.54,91.63
P33301,2024-06-19,3747.35,187.37,56.58
P33302,2024-01-19,2436.34,121.82,90.96
P33303,2024-01-28,2101.54,105.08,65.23
P33304,2024-02-26,2309.59,115.48,14.87
P33305,2024-03-13,,68.63,99.4
P33306,2024-03-13,-2238.9,111.95,88.07
P33307,2024-04-25,4673.23,233.66,34.31
P33308,2024-02-22,1948.31,97.42,19.51
P33309,2024-03-12,2992.79,149.64,82.83
P33310,2024-06-12,2013.81,100.69,70.09
P33311,2024-05-19,868.41,43.42,28.03
P33312,2024-03-13,1891.59,94.58,76.19
P33313,2024-02-28,2839.01,141.95,60.98
P33314,2024-06-06,,65.56,94.02
P33315,2024-06-23,2818.78,140.94,24.87
