policy_id,effective_date,written_premium,product,state,broker
P25890,2024-06-19,3510.26,Landlord,FL,Broker B
P25891,2024-02-15,1033.27,Short Term Rental,NC,Broker A
P25892,2024-05-22,1876.27,Short Term Rental,NC,Broker B
P25893,2024-03-24,767.74,Short Term Rental,TX,Broker C
P25894,2024-04-27,816.78,Multi-Family,TX,Broker B
P25895,2024-04-05,507.73,Multi-Family,GA,Broker A
P25896,2024-03-23,3197.05,Short Term Rental,NC,Broker C
P25897,2024-03-23,4244.63,Multi-Family,TX,Broker C
P25898,2024-04-07,3791.06,Short Term Rental,FL,Broker C
P25899,2024-04-10,2753.41,Landlord,NC,Broker B
P25900,2024-01-04,4094.34,Landlord,FL,Broker B
P25901,2024-02-21,3515.11,Landlord,NC,Broker C
P25902,2024-06-22,1120.86,Landlord,NC,Broker B
P25903,2024-01-16,2488.04,Landlord,IL,Broker C
P25904,2024-02-19,2234.44,Short Term Rental,FL,Broker A
P25905,2024-03-27,3050.79,Short Term Rental,GA,Broker B
P25906,2024-04-03,2529.04,Landlord,FL,Broker A
P25907,2024-06-28,4815.22,Multi-Family,GA,Broker B
P25908,2024-02-15,2413.62,Multi-Family,GA,Broker B
P25909,2024-06-27,1458.57,Multi-Family,GA,Broker C
P25910,2024-01-01,1680.05,Landlord,GA,Broker B
P25911,2024-01-17,3570.97,Multi-Family,FL,Broker B
P25912,2024-06-17,2083.12,Landlord,FL,Broker C
P25913,2024-03-05,4508.89,Landlord,GA,Broker C
P25914,2024-04-14,2615.08,Short Term Rental,NC,Broker A
P25915,2024-04-16,1824.51,Short Term Rental,IL,Broker A
P25916,2024-05-16,2515.28,Multi-Family,NC,Broker A
P25917,2024-05-04,3500.49,Short Term Rental,FL,Broker C
P25918,2024-03-02,1655.77,Short Term Rental,IL,Broker B
P25919,2024-02-09,1092.27,Landlord,NC,Broker B
P25920,2024-03-29,,Short Term Rental,GA,Broker C
P25921,2024-04-09,3111.45,Multi-Family,GA,Broker C
P25922,2024-04-05,4513.29,Landlord,FL,Broker B
P25923,2024-06-08,,Multi-Family,IL,Broker C
,2024-02-20,778.74,Short Term Rental,IL,Broker B
P25925,2024-01-13,3791.77,Landlord,FL,Broker A
P25926,2024-03-23,550.66,Multi-Family,NC,Broker C
P25927,2024-03-21,2806.7,Multi-Family,IL,Broker B
P25928,2024-02-12,2032.28,Multi-Family,FL,Broker A
P25929,2024-01-02,4400.78,Short Term Rental,FL,Broker C
P25930,2024-03-28,4689.45,Landlord,NC,Broker B
P25931,2024-01-05,3668.91,Short Term Rental,IL,Broker C
P25932,2024-01-10,1631.2,Landlord,NC,Broker B
P25933,2024-02-26,4854.29,Multi-Family,TX,Broker A
P25934,2024-05-14,2056.43,Multi-Family,NC,Broker B
,2024-03-18,973.71,Short Term Rental,NC,Broker B
P25936,2024-02-14,2141.04,Landlord,IL,Broker B
P25937,2024-03-22,4504.15,Multi-Family,TX,Broker C
P25938,2024-05-05,4502.71,Landlord,TX,Broker A
P25939,2024-04-03,3083.26,Short Term Rental,IL,Broker C
P25940,2024-02-26,4425.22,Short Term Rental,IL,Broker A
P25941,2024-02-20,3772.52,Short Term Rental,IL,Broker A
P25942,2024-05-09,3709.32,Landlord,NC,Broker A
P25943,2024-03-17,2124.53,Short Term Rental,FL,Broker B
P25944,2024-04-21,3082.71,Short Term Rental,TX,Broker B
P25945,2024-02-27,3749.0,Landlord,IL,Broker B
P25946,2024-04-13,,Multi-Family,FL,Broker A
P25947,2024-02-23,1801.3,Landlord,TX,Broker C
P25948,2024-06-17,4035.27,Short Term Rental,TX,Broker C
P25949,2024-05-27,3511.43,Multi-Family,GA,Broker A
P25950,2024-06-01,3759.51,Short Term Rental,IL,Broker C
P25951,2024-05-20,2389.15,Short Term Rental,IL,Broker C
P25952,2024-03-27,581.58,Landlord,IL,Broker C
P25953,2024-01-06,2039.38,Landlord,IL,Broker B
P25954,2024-03-08,3074.45,Landlord,FL,Broker C
P25955,2024-02-18,4786.04,Landlord,FL,Broker C
P25956,2024-02-26,,Landlord,GA,Broker B
P25957,2024-01-20,2977.68,Short Term Rental,TX,Broker A
P25958,2024-01-21,1824.28,Landlord,IL,Broker B
P25959,2024-03-26,3186.78,Short Term Rental,NC,Broker C
P25960,2024-05-18,1965.44,Short Term Rental,GA,Broker A
P25961,2024-02-10,891.42,Multi-Family,TX,Broker A
P25962,2024-06-25,3006.04,Multi-Family,TX,Broker A
P25963,2024-01-01,2272.67,Multi-Family,FL,Broker B
P25964,2024-02-05,1500.51,Short Term Rental,IL,Broker C
P25965,2024-01-19,804.94,Landlord,TX,Broker B
P25966,2024-04-30,1693.13,Short Term Rental,IL,Broker C
P25967,2024-05-18,2408.35,Landlord,GA,Broker A
P25968,2024-03-23,695.33,Multi-Family,TX,Broker B
P25969,2024-04-06,965.88,Short Term Rental,GA,Broker A
P25970,2024-03-14,1453.5,Short Term Rental,FL,Broker B
P25971,2024-04-29,4249.55,Landlord,NC,Broker A
P25972,2024-06-10,,Short Term Rental,GA,Broker A
P25973,2024-03-15,1519.24,Short Term Rental,TX,Broker A
P25974,2024-03-19,4932.73,Multi-Family,TX,Broker C
P25975,2024-06-03,4203.67,Multi-Family,FL,Broker B
P25976,2024-02-07,4488.25,Short Term Rental,NC,Broker C
P25977,2024-06-12,1965.01,Short Term Rental,FL,Broker A
P25978,2024-02-04,3212.59,Multi-Family,GA,Broker A
P25979,2024-04-16,3476.02,Landlord,TX,Broker B
P25980,2024-03-05,598.14,Multi-Family,FL,Broker A
P25981,2024-04-24,3484.67,Multi-Family,NC,Broker B
P25982,2024-06-19,603.63,Short Term Rental,NC,Broker C
P25983,2024-05-08,2748.81,Multi-Family,FL,Broker A
P25984,2024-01-29,762.2,Short Term Rental,NC,Broker B
P25985,2024-02-03,3220.42,Multi-Family,GA,Broker A
P25986,2024-05-27,4760.22,Landlord,TX,Broker B
P25987,2024-03-29,2064.91,Short Term Rental,NC,Broker B
P25988,2024-02-07,2852.64,Landlord,GA,Broker C
P25989,2024-06-09,3328.85,Multi-Family,IL,Broker A
P25990,2024-01-05,3452.02,Short Term Rental,IL,Broker B
P25991,2024-02-16,4548.05,Landlord,FL,Broker A
P25992,2024-04-22,4215.51,Landlord,TX,Broker C
P25993,2024-06-19,3765.78,Landlord,TX,Broker C
P25994,2024-03-03,2349.0,Landlord,IL,Broker B
P25995,2024-01-11,,Landlord,NC,Broker A
P25996,2024-05-13,1781.93,Multi-Family,NC,Broker C
P25997,2024-01-15,1594.95,Landlord,GA,Broker A
P25998,2024-05-13,1553.04,Landlord,NC,Broker A
P25999,2024-01-26,4355.1,Short Term Rental,GA,Broker A
P26000,2024-04-14,564.52,Multi-Family,TX,Broker A
P26001,2024-02-03,2320.61,Short Term Rental,GA,Broker B
P26002,2024-03-27,1810.59,Multi-Family,GA,Broker A
P26003,2024-02-10,1671.81,Landlord,FL,Broker B
P26004,2024-02-05,1861.26,Landlord,TX,Broker A
P26005,2024-02-06,3073.75,Landlord,TX,Broker B
P26006,2024-03-24,3831.41,Short Term Rental,FL,Broker C
P26007,2024-05-22,3906.6,Short Term Rental,GA,Broker B
P26008,2024-01-18,4733.31,Multi-Family,IL,Broker C
P26009,2024-04-30,3123.35,Multi-Family,FL,Broker C
P26010,2024-06-09,4344.63,Short Term Rental,GA,Broker A
P26011,2024-02-10,1430.74,Short Term Rental,TX,Broker B
P26012,2024-03-26,3325.08,Short Term Rental,FL,Broker B
P26013,2024-01-17,691.36,Short Term Rental,TX,Broker C
P26014,2024-01-21,1950.21,Short Term Rental,IL,Broker C
P26015,2024-05-07,2647.98,Landlord,TX,Broker C
P26016,2024-03-28,3490.5,Landlord,GA,Broker C
P26017,2024-03-16,2413.88,Landlord,TX,Broker C
P26018,2024-04-01,1581.0,Multi-Family,TX,Broker A
P26019,2024-03-11,2049.36,Landlord,NC,Broker B
P26020,2024-05-18,4647.71,Short Term Rental,TX,Broker C
P26021,2024-06-23,802.84,Short Term Rental,TX,Broker A
P26022,2024-02-12,1791.93,Landlord,IL,Broker B
P26023,2024-06-07,4651.9,Multi-Family,FL,Broker B
P26024,2024-01-13,1263.12,Multi-Family,NC,Broker B
P26025,2024-03-03,4063.72,Multi-Family,IL,Broker C
P26026,2024-03-11,2109.66,Short Term Rental,FL,Broker C
P26027,2024-06-28,3543.74,Short Term Rental,IL,Broker A
P26028,2024-02-19,4296.69,Short Term Rental,TX,Broker B
P26029,2024-03-09,3604.1,Landlord,IL,Broker B
P26030,2024-02-21,3030.9,Short Term Rental,NC,Broker C
P26031,2024-05-31,973.05,Multi-Family,NC,Broker A
P26032,2024-04-11,2149.36,Multi-Family,FL,Broker B
P26033,2024-02-17,4303.22,Landlord,TX,Broker A
P26034,2024-01-19,3894.6,Landlord,GA,Broker A
P26035,2024-06-13,3955.74,Landlord,TX,Broker A
P26036,2024-01-11,1679.99,Multi-Family,TX,Broker A
P26037,2024-01-12,2139.54,Short Term Rental,NC,Broker B
P26038,2024-01-04,1689.67,Landlord,FL,Broker A
P26039,2024-02-04,1345.59,Landlord,IL,Broker A
P26040,2024-01-12,4473.03,Short Term Rental,NC,Broker B
P26041,2024-04-22,,Multi-Family,FL,Broker B
P26042,2024-02-21,1517.65,Landlord,FL,Broker C
P26043,2024-06-04,1967.86,Short Term Rental,FL,Broker A
P26044,2024-02-11,4414.03,Multi-Family,NC,Broker B
P26045,2024-01-23,781.06,Multi-Family,IL,Broker A
P26046,2024-02-09,2005.69,Landlord,FL,Broker A
P26047,2024-01-03,1001.47,Multi-Family,TX,Broker C
P26048,2024-03-07,4175.1,Landlord,GA,Broker B
P26049,2024-05-23,1462.55,Landlord,NC,Broker C
P26050,2024-03-05,2713.98,Multi-Family,TX,Broker C
P26051,2024-02-11,1904.2,Short Term Rental,IL,Broker A
P26052,2024-06-05,3965.59,Landlord,NC,Broker B
P26053,2024-06-19,2323.72,Landlord,IL,Broker A
P26054,2024-06-29,2870.19,Landlord,FL,Broker A
P26055,2024-01-02,3257.72,Landlord,IL,Broker B
P26056,2024-06-11,3636.78,Landlord,FL,Broker C
P26057,2024-03-20,4616.79,Short Term Rental,NC,Broker A
P26058,2024-05-16,4422.65,Landlord,IL,Broker C
P26059,2024-04-02,4086.98,Landlord,NC,Broker A
P26060,2024-06-19,2380.41,Landlord,IL,Broker A
P26061,2024-03-28,871.68,Landlord,IL,Broker C
P26062,2024-04-24,1431.29,Landlord,FL,Broker C
P26063,2024-02-17,1337.14,Landlord,IL,Broker C
P26064,2024-05-31,2934.91,Multi-Family,FL,Broker C
,2024-01-22,3437.17,Multi-Family,TX,Broker B
P26066,2024-06-09,1236.31,Landlord,TX,Broker C
P26067,2024-01-14,755.49,Short Term Rental,TX,Broker B
P26068,2024-03-18,1771.5,Landlord,TX,Broker A
P26069,2024-03-23,2914.4,Landlord,FL,Broker C
P26070,2024-04-13,1192.34,Short Term Rental,IL,Broker A
P26071,2024-01-18,2492.55,Multi-Family,GA,Broker A
P26072,2024-03-21,1745.02,Short Term Rental,TX,Broker C
P26073,2024-03-21,2436.59,Landlord,FL,Broker C
P26074,2024-05-27,1172.9,Multi-Family,TX,Broker B
P26075,2024-03-31,4728.48,Multi-Family,GA,Broker C
P26076,2024-06-22,1002.89,Multi-Family,GA,Broker B
P26077,2024-04-18,3056.87,Multi-Family,FL,Broker B
P26078,2024-06-01,4709.11,Short Term Rental,NC,Broker A
P26079,2024-01-18,673.48,Landlord,FL,Broker B
P26080,2024-06-10,3494.17,Landlord,NC,Broker C
P26081,2024-06-04,962.37,Multi-Family,NC,Broker C
P26082,2024-06-17,1099.75,Landlord,NC,Broker B
P26083,2024-03-11,2691.8,Short Term Rental,TX,Broker A
P26084,2024-02-17,4371.54,Landlord,IL,Broker C
P26085,2024-01-11,3568.35,Landlord,NC,Broker B
P26086,2024-06-01,3718.91,Multi-Family,TX,Broker C
P26087,2024-06-04,1251.65,Multi-Family,FL,Broker A
P26088,2024-04-20,1740.93,Multi-Family,IL,Broker C
P26089,2024-04-04,3918.51,Short Term Rental,GA,Broker C
P26090,2024-04-02,993.33,Multi-Family,NC,Broker A
P26091,2024-04-23,3314.15,Multi-Family,GA,Broker A
P26092,2024-02-14,1826.05,Landlord,NC,Broker A
P26093,2024-03-03,3020.87,Landlord,FL,Broker C
P26094,2024-05-05,4340.65,Short Term Rental,IL,Broker C
P26095,2024-05-12,968.07,Landlord,NC,Broker A
P26096,2024-05-23,966.57,Landlord,FL,Broker C
P26097,2024-05-31,,Short Term Rental,GA,Broker B
P26098,2024-01-27,4544.85,Multi-Family,FL,Broker C
P26099,2024-01-13,3160.3,Multi-Family,GA,Broker B
P26100,2024-05-27,3255.36,Short Term Rental,FL,Broker A
P26101,2024-04-03,4366.84,Multi-Family,TX,Broker A
P26102,2024-02-19,4986.01,Multi-Family,TX,Broker C
P26103,2024-02-20,2034.99,Short Term Rental,FL,Broker A
P26104,2024-04-23,2422.03,Short Term Rental,GA,Broker A
P26105,2024-02-19,4932.01,Multi-Family,NC,Broker C
P26106,2024-06-25,3522.72,Landlord,TX,Broker B
P26107,2024-06-28,4526.17,Landlord,FL,Broker C
P26108,2024-06-03,787.78,Short Term Rental,GA,Broker A
P26109,2024-05-22,3439.4,Short Term Rental,FL,Broker C
,2024-01-13,1016.09,Multi-Family,NC,Broker A
P26111,2024-04-30,3512.94,Landlord,IL,Broker A
P26112,2024-05-26,2267.87,Short Term Rental,IL,Broker C
P26113,2024-01-12,4486.56,Multi-Family,FL,Broker B
P26114,2024-03-17,1974.14,Landlord,IL,Broker C
P26115,2024-03-09,1254.93,Multi-Family,FL,Broker B
P26116,2024-06-14,2555.2,Multi-Family,GA,Broker C
P26117,2024-04-07,1391.68,Short Term Rental,FL,Broker C
P26118,2024-04-11,1165.58,Landlord,TX,Broker A
P26119,2024-06-04,905.53,Landlord,FL,Broker C
P26120,2024-05-29,,Multi-Family,NC,Broker C
P26121,2024-01-13,3515.9,Short Term Rental,IL,Broker B
P26122,2024-02-01,1754.06,Multi-Family,NC,Broker C
P26123,2024-04-23,730.91,Short Term Rental,TX,Broker C
P26124,2024-06-17,1393.13,Landlord,IL,Broker C
P26125,2024-01-12,4546.34,Short Term Rental,IL,Broker A
P26126,2024-01-09,3389.42,Multi-Family,IL,Broker B
P26127,2024-03-30,2988.65,Landlord,TX,Broker C
P26128,2024-03-14,3644.51,Short Term Rental,NC,Broker A
P26129,2024-04-06,3397.99,Landlord,TX,Broker B
,2024-03-11,4087.64,Short Term Rental,NC,Broker B
P26131,2024-05-29,2046.13,Multi-Family,NC,Broker B
P26132,2024-04-06,1833.2,Multi-Family,FL,Broker C
P26133,2024-03-03,4756.68,Landlord,TX,Broker A
P26134,2024-05-24,3120.99,Multi-Family,IL,Broker A
P26135,2024-04-13,4382.58,Landlord,IL,Broker C
P26136,2024-05-09,,Landlord,TX,Broker C
P26137,2024-03-30,2931.63,Landlord,TX,Broker C
,2024-04-12,4494.13,Multi-Family,GA,Broker B
P26139,2024-05-04,752.38,Multi-Family,NC,Broker B
P26140,2024-05-14,2366.75,Multi-Family,TX,Broker C
P26141,2024-03-29,3339.54,Multi-Family,NC,Broker C
P26142,2024-01-28,631.5,Short Term Rental,FL,Broker C
P26143,2024-02-17,,Short Term Rental,IL,Broker A
P26144,2024-06-20,1648.43,Landlord,TX,Broker B
P26145,2024-06-28,4265.02,Short Term Rental,TX,Broker C
P26146,2024-05-27,4541.08,Multi-Family,NC,Broker A
P26147,2024-02-12,,Landlord,NC,Broker A
P26148,2024-02-22,1275.27,Short Term Rental,NC,Broker B
P26149,2024-02-13,4665.39,Landlord,NC,Broker B
P26150,2024-03-26,4374.69,Multi-Family,FL,Broker C
P26151,2024-02-26,3441.84,Multi-Family,TX,Broker B
P26152,2024-02-09,4366.23,Landlord,IL,Broker B
P26153,2024-03-26,564.46,Multi-Family,FL,Broker C
P26154,2024-04-21,3173.86,Multi-Family,IL,Broker C
P26155,2024-05-27,2388.31,Landlord,FL,Broker B
P26156,2024-05-07,4556.74,Short Term Rental,GA,Broker A
P26157,2024-06-28,4339.51,Landlord,FL,Broker B
P26158,2024-02-13,3188.97,Short Term Rental,GA,Broker C
P26159,2024-03-03,1259.19,Landlord,GA,Broker B
P26160,2024-02-12,4727.38,Multi-Family,GA,Broker A
P26161,2024-04-13,2196.85,Landlord,IL,Broker C
P26162,2024-02-12,2057.83,Multi-Family,IL,Broker A
P26163,2024-06-27,4664.37,Multi-Family,IL,Broker B
P26164,2024-02-14,4791.14,Multi-Family,IL,Broker B
P26165,2024-03-10,4236.58,Short Term Rental,TX,Broker B
P26166,2024-06-09,3259.93,Multi-Family,FL,Broker A
P26167,2024-05-10,647.96,Multi-Family,GA,Broker A
P26168,2024-06-06,3631.77,Multi-Family,GA,Broker C
P26169,2024-05-16,1967.71,Multi-Family,FL,Broker A
P26170,2024-02-06,1412.61,Landlord,IL,Broker C
P26171,2024-03-19,4181.84,Short Term Rental,NC,Broker C
P26172,2024-01-24,2251.77,Multi-Family,IL,Broker C
P26173,2024-04-29,1216.79,Landlord,NC,Broker A
P26174,2024-02-18,1743.08,Landlord,IL,Broker C
P26175,2024-06-05,,Landlord,GA,Broker C
P26176,2024-02-23,1711.16,Multi-Family,IL,Broker B
P26177,2024-01-30,600.13,Short Term Rental,IL,Broker A
P26178,2024-05-05,4571.05,Landlord,NC,Broker C
P26179,2024-02-05,2270.67,Multi-Family,NC,Broker A
P26180,2024-04-28,659.22,Short Term Rental,TX,Broker C
P26181,2024-06-16,3504.65,Multi-Family,FL,Broker B
,2024-06-07,3569.14,Multi-Family,GA,Broker C
P26183,2024-04-14,1960.66,Short Term Rental,GA,Broker B
P26184,2024-04-09,899.89,Multi-Family,NC,Broker A
P26185,2024-04-05,,Short Term Rental,NC,Broker A
P26186,2024-02-11,1473.56,Short Term Rental,FL,Broker B
,2024-03-21,3612.72,Short Term Rental,NC,Broker A
P26188,2024-04-18,3035.27,Short Term Rental,FL,Broker A
P26189,2024-05-12,2035.36,Landlord,TX,Broker B
P26190,2024-06-26,4284.91,Landlord,GA,Broker A
P26191,2024-01-31,3402.93,Landlord,TX,Broker C
P26192,2024-04-01,3266.52,Multi-Family,TX,Broker C
P26193,2024-01-07,1847.37,Short Term Rental,GA,Broker C
P26194,2024-02-01,552.7,Short Term Rental,TX,Broker A
P26195,2024-05-02,2433.56,Landlord,IL,Broker B
P26196,2024-05-10,2992.71,Landlord,IL,Broker C
P26197,2024-03-10,4362.84,Multi-Family,GA,Broker C
P26198,2024-01-27,1659.88,Multi-Family,FL,Broker C
P26199,2024-02-18,1257.47,Landlord,NC,Broker B
P26200,2024-03-17,3077.23,Multi-Family,IL,Broker B
P26201,2024-02-22,700.78,Multi-Family,FL,Broker A
P26202,2024-05-06,922.42,Landlord,FL,Broker C
P26203,2024-02-07,3555.88,Landlord,FL,Broker B
P26204,2024-06-10,3272.23,Short Term Rental,NC,Broker C
P26205,2024-01-31,957.13,Landlord,NC,Broker C
P26206,2024-06-03,3756.52,Landlord,FL,Broker C
P26207,2024-04-02,1544.04,Landlord,IL,Broker A
P26208,2024-06-02,4287.54,Multi-Family,NC,Broker B
P26209,2024-03-08,3025.1,Landlord,GA,Broker B
P26210,2024-03-06,910.89,Landlord,NC,Broker C
P26211,2024-01-13,4073.0,Short Term Rental,TX,Broker A
P26212,2024-02-16,1117.7,Landlord,IL,Broker C
P26213,2024-05-29,3961.59,Multi-Family,NC,Broker B
P26214,2024-01-24,1886.01,Landlord,FL,Broker B
P26215,2024-03-28,1509.59,Multi-Family,GA,Broker B
P26216,2024-06-19,2236.02,Multi-Family,IL,Broker C
P26217,2024-05-30,3962.77,Multi-Family,GA,Broker C
P26218,2024-03-23,3553.64,Multi-Family,TX,Broker B
P26219,2024-05-24,,Short Term Rental,TX,Broker A
P26220,2024-02-18,696.27,Multi-Family,NC,Broker C
P26221,2024-01-31,1797.02,Short Term Rental,IL,Broker B
P26222,2024-06-24,1603.2,Landlord,GA,Broker A
,2024-05-15,1054.27,Short Term Rental,GA,Broker A
P26224,2024-01-25,3215.17,Landlord,GA,Broker C
P26225,2024-02-06,3859.28,Short Term Rental,GA,Broker A
P26226,2024-06-10,3193.03,Landlord,FL,Broker A
P26227,2024-02-14,544.91,Landlord,IL,Broker A
P26228,2024-02-06,4095.34,Landlord,TX,Broker A
P26229,2024-03-10,2749.17,Short Term Rental,IL,Broker C
,2024-01-20,1529.0,Landlord,NC,Broker B
P26231,2024-04-20,4226.22,Multi-Family,IL,Broker B
P26232,2024-06-28,4963.07,Multi-Family,TX,Broker B
P26233,2024-03-03,800.32,Short Term Rental,NC,Broker A
P26234,2024-03-02,3636.89,Multi-Family,TX,Broker B
P26235,2024-04-01,1906.26,Landlord,TX,Broker C
P26236,2024-01-13,1578.69,Multi-Family,NC,Broker B
P26237,2024-05-27,4030.36,Landlord,FL,Broker A
P26238,2024-04-01,3219.13,Short Term Rental,FL,Broker C
P26239,2024-02-05,1302.85,Multi-Family,NC,Broker C
P26240,2024-02-29,1347.4,Short Term Rental,GA,Broker C
P26241,2024-01-07,4444.01,Short Term Rental,GA,Broker B
P26242,2024-01-07,3264.9,Short Term Rental,IL,Broker B
P26243,2024-06-22,1711.61,Multi-Family,IL,Broker B
P26244,2024-02-28,3034.15,Landlord,GA,Broker B
P26245,2024-05-04,1309.84,Short Term Rental,FL,Broker B
P26246,2024-03-18,722.8,Landlord,FL,Broker C
P26247,2024-06-23,4408.82,Multi-Family,GA,Broker B
P26248,2024-04-29,3275.85,Short Term Rental,TX,Broker C
P26249,2024-05-01,3854.93,Landlord,IL,Broker C
P26250,2024-04-16,3265.36,Multi-Family,GA,Broker C
P26251,2024-02-22,2914.85,Landlord,GA,Broker A
P26252,2024-03-26,1036.51,Multi-Family,FL,Broker B
P26253,2024-05-30,3317.81,Short Term Rental,NC,Broker B
P26254,2024-02-01,1179.16,Landlord,IL,Broker C
P26255,2024-01-06,2244.37,Landlord,GA,Broker C
P26256,2024-02-09,1290.43,Multi-Family,TX,Broker C
P26257,2024-01-30,1287.87,Multi-Family,NC,Broker C
P26258,2024-01-25,4475.47,Landlord,FL,Broker B
P26259,2024-04-18,2283.12,Multi-Family,TX,Broker C
P26260,2024-01-31,2074.8,Multi-Family,IL,Broker C
P26261,2024-02-09,3959.68,Multi-Family,TX,Broker C
P26262,2024-05-20,2989.81,Multi-Family,FL,Broker A
P26263,2024-01-29,1653.2,Landlord,NC,Broker C
P26264,2024-04-25,4092.48,Multi-Family,GA,Broker C
P26265,2024-04-22,3632.15,Multi-Family,NC,Broker C
P26266,2024-01-15,2149.3,Short Term Rental,NC,Broker A
P26267,2024-06-28,4752.59,Landlord,GA,Broker A
P26268,2024-06-03,4043.3,Short Term Rental,FL,Broker B
P26269,2024-02-25,1856.46,Short Term Rental,GA,Broker B
P26270,2024-03-02,3768.95,Landlord,FL,Broker A
P26271,2024-06-25,3734.96,Short Term Rental,IL,Broker C
P26272,2024-03-03,3851.52,Landlord,NC,Broker B
P26273,2024-06-07,4732.77,Landlord,IL,Broker A
P26274,2024-02-22,3301.32,Landlord,TX,Broker A
P26275,2024-06-01,638.23,Short Term Rental,GA,Broker B
P26276,2024-04-04,1360.26,Landlord,GA,Broker A
P26277,2024-04-06,4311.95,Short Term Rental,FL,Broker C
P26278,2024-01-18,4787.68,Short Term Rental,IL,Broker B
P26279,2024-06-29,1117.22,Multi-Family,FL,Broker B
P26280,2024-04-27,1600.87,Landlord,IL,Broker A
P26281,2024-05-28,909.69,Short Term Rental,GA,Broker A
P26282,2024-01-04,4832.63,Multi-Family,GA,Broker C
P26283,2024-04-21,4915.83,Short Term Rental,TX,Broker A
P26284,2024-03-29,3124.43,Landlord,FL,Broker C
P26285,2024-02-28,970.9,Short Term Rental,TX,Broker B
P26286,2024-04-22,647.17,Multi-Family,GA,Broker B
P26287,2024-05-18,4487.76,Landlord,FL,Broker A
P26288,2024-02-17,3873.81,Short Term Rental,IL,Broker B
P26289,2024-04-23,2154.15,Short Term Rental,TX,Broker B
P26290,2024-02-03,3876.15,Multi-Family,IL,Broker B
P26291,2024-04-16,4141.62,Multi-Family,GA,Broker C
P26292,2024-02-27,4588.19,Landlord,NC,Broker A
P26293,2024-02-23,1574.87,Multi-Family,FL,Broker C
P26294,2024-04-24,1209.82,Multi-Family,GA,Broker B
P26295,2024-06-12,4689.23,Short Term Rental,NC,Broker B
P26296,2024-06-25,4276.51,Short Term Rental,NC,Broker A
P26297,2024-03-29,2067.46,Multi-Family,FL,Broker A
P26298,2024-03-11,1848.4,Landlord,FL,Broker B
P26299,2024-03-01,2414.04,Multi-Family,TX,Broker B
P26300,2024-03-16,1912.75,Landlord,TX,Broker C
P26301,2024-01-23,4769.93,Landlord,FL,Broker B
P26302,2024-01-25,2336.72,Short Term Rental,NC,Broker A
P26303,2024-06-09,1388.04,Landlord,GA,Broker A
P26304,2024-05-16,,Landlord,GA,Broker A
P26305,2024-05-13,4751.15,Multi-Family,FL,Broker C
P26306,2024-04-21,3093.25,Short Term Rental,IL,Broker A
P26307,2024-06-26,1709.92,Multi-Family,GA,Broker B
P26308,2024-05-22,4106.86,Landlord,NC,Broker A
P26309,2024-06-09,2455.42,Multi-Family,TX,Broker C
P26310,2024-06-04,1732.88,Short Term Rental,FL,Broker B
P26311,2024-05-11,556.86,Landlord,TX,Broker A
P26312,2024-05-05,2507.02,Landlord,TX,Broker A
P26313,2024-06-04,2315.78,Landlord,FL,Broker C
P26314,2024-06-25,4484.16,Short Term Rental,FL,Broker B
P26315,2024-05-14,1889.59,Short Term Rental,NC,Broker B
P26316,2024-04-02,4437.54,Short Term Rental,IL,Broker C
P26317,2024-05-31,572.4,Landlord,FL,Broker B
P26318,2024-05-11,2458.03,Multi-Family,NC,Broker C
P26319,2024-06-11,1066.92,Multi-Family,NC,Broker B
P26320,2024-04-23,2634.8,Multi-Family,TX,Broker A
P26321,2024-04-25,1294.85,Short Term Rental,GA,Broker B
P26322,2024-05-08,3650.34,Multi-Family,NC,Broker A
P26323,2024-05-03,3994.29,Short Term Rental,FL,Broker A
P26324,2024-01-31,2347.99,Multi-Family,TX,Broker A
P26325,2024-03-11,2346.85,Multi-Family,IL,Broker B
P26326,2024-01-04,1279.46,Landlord,NC,Broker C
P26327,2024-03-10,555.77,Landlord,NC,Broker B
P26328,2024-01-05,2850.33,Short Term Rental,NC,Broker B
P26329,2024-04-08,3084.84,Multi-Family,NC,Broker C
P26330,2024-02-21,628.01,Landlord,TX,Broker A
P26331,2024-04-02,2883.76,Landlord,TX,Broker A
P26332,2024-03-14,2089.2,Short Term Rental,TX,Broker A
P26333,2024-06-12,4434.52,Multi-Family,FL,Broker A
P26334,2024-05-27,3814.17,Multi-Family,GA,Broker B
P26335,2024-03-22,2068.66,Multi-Family,FL,Broker C
P26336,2024-01-20,4021.29,Multi-Family,IL,Broker A
P26337,2024-03-25,1313.65,Landlord,TX,Broker B
P26338,2024-03-16,2751.4,Landlord,FL,Broker C
P26339,2024-05-01,1647.66,Multi-Family,GA,Broker C
P26340,2024-05-22,,Landlord,FL,Broker A
P26341,2024-01-18,2922.95,Landlord,GA,Broker C
P26342,2024-02-27,3363.01,Multi-Family,IL,Broker B
P26343,2024-03-23,1325.06,Landlord,FL,Broker C
P26344,2024-04-21,4099.1,Short Term Rental,IL,Broker C
P26345,2024-04-27,2185.67,Landlord,IL,Broker A
P26346,2024-05-14,,Landlord,TX,Broker C
P26347,2024-01-20,3336.23,Landlord,NC,Broker A
P26348,2024-06-19,3831.31,Multi-Family,GA,Broker B
,2024-02-26,3780.94,Landlord,TX,Broker A
P26350,2024-05-03,2954.04,Landlord,FL,Broker C
P26351,2024-02-22,1699.86,Short Term Rental,NC,Broker B
